lnp_id,bioactivity_profile,Bio_InVitro_Log2,Bio_InVivo_Flux,Extracted_raw_expression,Extracted_bio_type,Extracted_numeric_value,Extracted_invitro_log2,Extracted_invivo_value,Extracted_Bio_Ordinal_Class
464,"cell_line: bEnd.3; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 Â¥Ã¬g b-mRNA per formulation; gene_expression_result: High delivery to most tissues; biodistribution_result: Higher b-mRNA delivery to liver, spleen, brain, heart, kidney, and pancreas",,,High delivery to most tissues,qualitative,,,,3.0
465,"cell_line: bEnd.3; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 Â¥Ã¬g b-mRNA per formulation; gene_expression_result: High delivery to most tissues, highest luciferase expression; biodistribution_result: Higher b-mRNA delivery to liver, spleen, brain, heart, kidney, and pancreas",,,"High delivery to most tissues, highest luciferase expression",qualitative,,,,3.0
475,"cell_line: HEK-293 (cytotoxicity), TH1-Dual cells (immunogenicity); animal_model: Ai9 reporter mice (Cg-Gt(ROSA)26Sortm9(CAG-tdTomato)Hze/J), C57BL/6 mice; administration_route: retro-orbital injection; dose: 0.5 mg/kg mCre, 0.25 mg/kg hEPO; gene_expression_result: tdTomato fluorescent signals, hEPO protein expression measured by ELISA; biodistribution_result: liver tissue; toxicity_profile: used as benchmark control; cytokine_response: used as benchmark control",,,"tdTomato fluorescent signals, hEPO protein expression measured by ELISA",qualitative,,,,
476,"animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: ~30 ng/mL hEPO (6h post-injection, normalized to 1.0)",,,"~30 ng/mL hEPO (6h post-injection, normalized to 1.0)",concentration,30.0,,,1.0
477,"animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: ~36 ng/mL hEPO (6h post-injection, 1.2x relative)",,,"~36 ng/mL hEPO (6h post-injection, 1.2x relative)",concentration,36.0,,,1.0
478,"animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: ~45 ng/mL hEPO (6h post-injection, 1.5x relative)",,,"~45 ng/mL hEPO (6h post-injection, 1.5x relative)",concentration,45.0,,,1.0
479,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.27x relative to Std1,,,0.27x relative to Std1,qualitative,,,,
480,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.31x relative to Std1,,,0.31x relative to Std1,qualitative,,,,
481,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.27x relative to Std1,,,0.27x relative to Std1,qualitative,,,,
482,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.26x relative to Std1,,,0.26x relative to Std1,qualitative,,,,
483,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.57x relative to Std1,,,0.57x relative to Std1,qualitative,,,,
484,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.25x relative to Std1,,,0.25x relative to Std1,qualitative,,,,
485,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.12x relative to Std1,,,1.12x relative to Std1,qualitative,,,,
486,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.37x relative to Std1,,,0.37x relative to Std1,qualitative,,,,
487,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.59x relative to Std1,,,0.59x relative to Std1,qualitative,,,,
488,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.10x relative to Std1,,,0.10x relative to Std1,qualitative,,,,
489,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.15x relative to Std1,,,1.15x relative to Std1,qualitative,,,,
490,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.00x relative to Std1,,,1.00x relative to Std1,qualitative,,,,
491,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.65x relative to Std1,,,1.65x relative to Std1,qualitative,,,,
492,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.30x relative to Std1,,,1.30x relative to Std1,qualitative,,,,
493,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.95x relative to Std1,,,0.95x relative to Std1,qualitative,,,,
494,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.58x relative to Std1,,,0.58x relative to Std1,qualitative,,,,
495,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 1.32x relative to Std1,,,1.32x relative to Std1,qualitative,,,,
496,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.91x relative to Std1,,,0.91x relative to Std1,qualitative,,,,
497,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.45x relative to Std1,,,0.45x relative to Std1,qualitative,,,,
498,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: 0.44x relative to Std1,,,0.44x relative to Std1,qualitative,,,,
499,"animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: ~30 ng/mL hEPO (benchmark, normalized to 1.0)",,,"~30 ng/mL hEPO (benchmark, normalized to 1.0)",concentration,30.0,,,1.0
500,animal_model: female BALB/c mice (6-8 weeks); administration_route: IM; dose: 0.1 Â¥Ã¬g hEPO mRNA; gene_expression_result: ~1.2x relative to DMG-PEG2k,,,~1.2x relative to DMG-PEG2k,qualitative,,,,
501,cell_line: A549; dose: 50 nM; gene_expression_result: 70.19% knockdown efficiency,,,70.19% knockdown efficiency,percentage,70.19,,,3.0
502,cell_line: A549; dose: 50 nM; gene_expression_result: 76.80% knockdown efficiency,,,76.80% knockdown efficiency,percentage,76.8,,,3.0
503,cell_line: A549; dose: 50 nM; gene_expression_result: 77.42% knockdown efficiency,,,77.42% knockdown efficiency,percentage,77.42,,,3.0
504,cell_line: A549; dose: 50 nM; gene_expression_result: 69.46% knockdown efficiency,,,69.46% knockdown efficiency,percentage,69.46,,,3.0
505,cell_line: A549; dose: 50 nM; gene_expression_result: 81.58% knockdown efficiency,,,81.58% knockdown efficiency,percentage,81.58,,,3.0
506,cell_line: A549; dose: 50 nM; gene_expression_result: 81.06% knockdown efficiency,,,81.06% knockdown efficiency,percentage,81.06,,,3.0
507,cell_line: A549; gene_expression_result: Control (no knockdown),,,Control (no knockdown),qualitative,,,,
508,cell_line: A549; gene_expression_result: Control (no knockdown),,,Control (no knockdown),qualitative,,,,
509,"animal_model: BALB/c mice, C57BL/6 mice, LSL-tdTomato mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg, 0.01 mg/kg; gene_expression_result: 84.5% protein expression maintained at second administration (hEPO); biodistribution_result: Primarily liver; cytokine_response: Anti-PEG IgM: 639.6 Â¡Â¾ 131.2 U/ml, Complement C5a: 236.1 Â¡Â¾ 52.4 pg/ml",,,84.5% protein expression maintained at second administration (hEPO),percentage,84.5,,,3.0
510,"animal_model: BALB/c mice, C57BL/6 mice, LSL-tdTomato mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg, 0.01 mg/kg; gene_expression_result: 43.4% protein expression maintained at second administration (hEPO); biodistribution_result: Primarily liver; cytokine_response: Anti-PEG IgM: 1817.7 Â¡Â¾ 398.7 U/ml, Complement C5a: 348.7 Â¡Â¾ 89.2 pg/ml, MCP-1: 340.8 Â¡Â¾ 15.6 pg/ml",,,43.4% protein expression maintained at second administration (hEPO),percentage,43.4,,,2.0
511,"animal_model: BALB/c mice, C57BL/6 mice, LSL-tdTomato mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg, 0.01 mg/kg; gene_expression_result: 22.2% protein expression maintained at second administration (hEPO), 41.2% (fLuc); biodistribution_result: Primarily liver; cytokine_response: Anti-PEG IgM: 1817.7 Â¡Â¾ 398.7 U/ml, Complement C5a: 348.7 Â¡Â¾ 89.2 pg/ml, MCP-1: 187.0 Â¡Â¾ 45.4 pg/ml",,,"22.2% protein expression maintained at second administration (hEPO), 41.2% (fLuc)",percentage,22.2,,,1.0
512,"animal_model: BALB/c mice, C57BL/6 mice, LSL-tdTomato mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg, 0.01 mg/kg; gene_expression_result: 70.2% protein expression maintained at second administration (hEPO), 88.0% (fLuc); biodistribution_result: Primarily liver; cytokine_response: Anti-PEG IgM: 639.6 Â¡Â¾ 131.2 U/ml, Complement C5a: 236.1 Â¡Â¾ 52.4 pg/ml",,,"70.2% protein expression maintained at second administration (hEPO), 88.0% (fLuc)",percentage,70.2,,,3.0
513,"animal_model: BALB/c mice, C57BL/6 mice, LSL-tdTomato mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg, 0.01 mg/kg; gene_expression_result: 99.0% protein expression maintained at second administration (hEPO), 101.2% (fLuc); biodistribution_result: Primarily liver; cytokine_response: Anti-PEG IgM: 734.5 Â¡Â¾ 165.3 U/ml, Complement C5a: 91.2 Â¡Â¾ 23.4 pg/ml",,,"99.0% protein expression maintained at second administration (hEPO), 101.2% (fLuc)",percentage,99.0,,,3.0
514,"animal_model: BALB/c mice; administration_route: IV (intravenous); dose: 0.5 mg/kg, 0.1 mg/kg; gene_expression_result: Low encapsulation efficiency, not suitable for repeated administration",,,"Low encapsulation efficiency, not suitable for repeated administration",qualitative,,,,1.0
515,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: Baseline control,,,Baseline control,qualitative,,,,
516,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
517,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 1.9x fold change vs Lipid 1,,,1.9x fold change vs Lipid 1,qualitative,,,,
518,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 1,,,2.0x fold change vs Lipid 1,qualitative,,,,
519,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 1,,,2.0x fold change vs Lipid 1,qualitative,,,,
520,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
521,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.8x fold change vs Lipid 1,,,2.8x fold change vs Lipid 1,qualitative,,,,
522,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
523,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.3x fold change vs Lipid 1,,,2.3x fold change vs Lipid 1,qualitative,,,,
524,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
525,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: No significant expression,,,No significant expression,qualitative,,,,3.0
526,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
527,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
528,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.3x fold change vs Lipid 1,,,2.3x fold change vs Lipid 1,qualitative,,,,
529,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
530,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
531,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
532,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
533,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
534,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.1x fold change vs Lipid 1,,,2.1x fold change vs Lipid 1,qualitative,,,,
535,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.2x fold change vs Lipid 1,,,2.2x fold change vs Lipid 1,qualitative,,,,
536,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.6x fold change vs Lipid 1,,,2.6x fold change vs Lipid 1,qualitative,,,,
537,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.9x fold change vs Lipid 1,,,2.9x fold change vs Lipid 1,qualitative,,,,
538,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 10.5x fold change vs Lipid 1,,,10.5x fold change vs Lipid 1,qualitative,,,,
539,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
540,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
541,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
542,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
544,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
545,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.5x fold change vs Lipid 29,,,0.5x fold change vs Lipid 29,qualitative,,,,
546,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.5x fold change vs Lipid 29,,,0.5x fold change vs Lipid 29,qualitative,,,,
547,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.5x fold change vs Lipid 29,,,0.5x fold change vs Lipid 29,qualitative,,,,
548,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.7x fold change vs Lipid 29,,,0.7x fold change vs Lipid 29,qualitative,,,,
549,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.7x fold change vs Lipid 29,,,0.7x fold change vs Lipid 29,qualitative,,,,
550,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.5x fold change vs Lipid 29,,,0.5x fold change vs Lipid 29,qualitative,,,,
551,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 2.0x fold change vs Lipid 29,,,2.0x fold change vs Lipid 29,qualitative,,,,
552,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.1x fold change vs Lipid 29,,,0.1x fold change vs Lipid 29,qualitative,,,,
553,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.1x fold change vs Lipid 29,,,0.1x fold change vs Lipid 29,qualitative,,,,
554,animal_model: CD-1 mice; administration_route: IV; dose: 0.5 mg/kg; gene_expression_result: 0.1x fold change vs Lipid 29,,,0.1x fold change vs Lipid 29,qualitative,,,,
570,cell_line: Raw 264.7 macrophage cells; dose: 10 Â¥Ã¬g/mL (700 nM) siRNA; gene_expression_result: Minimal GAPDH silencing (lowest potency among tested lipids),,,Minimal GAPDH silencing (lowest potency among tested lipids),qualitative,,,,1.0
571,cell_line: Raw 264.7 macrophage cells; dose: 10 Â¥Ã¬g/mL (700 nM) siRNA; gene_expression_result: Moderate GAPDH silencing (intermediate potency),,,Moderate GAPDH silencing (intermediate potency),qualitative,,,,2.0
573,cell_line: Raw 264.7 macrophage cells; dose: 10 Â¥Ã¬g/mL (700 nM) siRNA; gene_expression_result: Maximum GAPDH silencing (highest potency among all tested lipids),,,Maximum GAPDH silencing (highest potency among all tested lipids),qualitative,,,,3.0
575,"cell_line: HepG2; animal_model: BALB/cJ female mice (6-8 weeks old); administration_route: IV (lateral tail vein); dose: 0.1 mg/kg (FLuc mRNA), 0.1 mg/kg (EPO mRNA), 0.5 mg/kg (Cas9 mRNA); gene_expression_result: ~3Â¡Â¿10^8 total flux (liver, FLuc); 35% indels (Cas9); biodistribution_result: primarily liver targeting; toxicity_profile: no significant cytotoxicity observed",,,"~3Â¡Â¿10^8 total flux (liver, FLuc)",qualitative,,,,
576,"cell_line: HepG2; animal_model: BALB/cJ female mice (6-8 weeks old); administration_route: IV (lateral tail vein); dose: 0.1 mg/kg (FLuc mRNA), 0.1 mg/kg (EPO mRNA), 0.5 mg/kg (Cas9 mRNA); gene_expression_result: ~1Â¡Â¿10^9 total flux (liver, FLuc) - 10-fold increase vs C12-200; biodistribution_result: primarily liver targeting; toxicity_profile: no significant cytotoxicity observed",,,"~1Â¡Â¿10^9 total flux (liver, FLuc) - 10-fold increase vs C12-200",fold_change,10.0,,,3.0
578,"cell_line: HepG2; animal_model: BALB/cJ female mice (6-8 weeks old); administration_route: IV (lateral tail vein); dose: 0.1 mg/kg (FLuc mRNA), 0.1 mg/kg (EPO mRNA), 0.5 mg/kg (Cas9 mRNA); gene_expression_result: ~1Â¡Â¿10^8 total flux (liver, FLuc); ~10,000 mU/mL EPO at 6h; 10% indels (Cas9); biodistribution_result: primarily liver targeting; toxicity_profile: no significant cytotoxicity observed",,,"~1Â¡Â¿10^8 total flux (liver, FLuc)",qualitative,,,,
583,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.8 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.8 mg/kg,qualitative,,,,
584,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.04 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.04 mg/kg,qualitative,,,,
585,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.15 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.15 mg/kg,qualitative,,,,
586,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.4 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.4 mg/kg,qualitative,,,,
587,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.8 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.8 mg/kg,qualitative,,,,
588,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.15 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.15 mg/kg,qualitative,,,,
589,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.04 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.04 mg/kg,qualitative,,,,
590,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.01-3 mg siRNA/kg; gene_expression_result: ED50 ~0.8 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 ~0.8 mg/kg,qualitative,,,,
591,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.3-1 mg siRNA/kg; gene_expression_result: ED50 <0.3 mg/kg; biodistribution_result: Liver accumulation ~70% at 24h,,,ED50 <0.3 mg/kg,qualitative,,,,
592,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.3 mg siRNA/kg; gene_expression_result: circulation half-life ~3 h; biodistribution_result: Liver accumulation ~50% at 24h,,,circulation half-life ~3 h,qualitative,,,,
593,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.3 mg siRNA/kg; gene_expression_result: circulation half-life ~0.5 h; biodistribution_result: Liver accumulation ~70% at 24h,,,circulation half-life ~0.5 h,qualitative,,,,
594,animal_model: Female C57Bl/6 mice; administration_route: IV; dose: 0.3 mg siRNA/kg; gene_expression_result: circulation half-life ~10.9 h; biodistribution_result: Liver accumulation ~30% at 24h,,,circulation half-life ~10.9 h,qualitative,,,,
595,"cell_line: HEK293T.17; animal_model: BALB/c mice (female, 6-8 weeks); administration_route: IM; dose: 100 ng saRNA per well (in vitro), 5 Â¥Ã¬g saRNA per leg (in vivo); gene_expression_result: ~10^6 RLU (in vitro), ~10^6 RLU (in vivo); biodistribution_result: IM injection sites",,,"~10^6 RLU (in vitro), ~10^6 RLU (in vivo)",RLU,6.0,,,0.0
596,"cell_line: HEK293T.17; animal_model: BALB/c mice (female, 6-8 weeks); administration_route: IM; dose: 100 ng saRNA per well (in vitro), 5 Â¥Ã¬g saRNA per leg (in vivo); gene_expression_result: ~10^4 RLU (in vitro), ~10^4 RLU (in vivo); biodistribution_result: IM injection sites",,,"~10^4 RLU (in vitro), ~10^4 RLU (in vivo)",RLU,4.0,,,0.0
621,"animal_model: E16 mouse fetuses (Balb/c); administration_route: Vitelline vein injection; dose: 5 Â¥Ã¬L (38.4 ng/Â¥Ã¬L mRNA); gene_expression_result: Moderate luciferase expression (3.5-fold lower than LNP A-3); biodistribution_result: Primarily liver, minimal lung/intestine delivery; toxicity_profile: 72.4% fetal survival; cytokine_response: Elevated KC and IL-6 in maternal plasma",,,Moderate luciferase expression (3.5-fold lower than LNP A-3),fold_change,3.5,,,2.0
635,"cell_line: JEG-3 choriocarcinoma cells; animal_model: Non-pregnant and pregnant mice (E16); administration_route: IV (tail vein injection); dose: 0.6 mg mRNA/kg body mass (luciferase), 1 mg mRNA/kg (mCherry, VEGF); gene_expression_result: Lower than A4 and B5 in JEG-3 cells, 2.44% mCherry+ endothelial cells; biodistribution_result: Primarily liver delivery (44-51% of total flux), 23% placental delivery; toxicity_profile: Significant AST elevation (3.5-fold vs PBS), hepatic toxicity; cytokine_response: Elevated cytokines at 6h, resolved by 48h",,,"Lower than A4 and B5 in JEG-3 cells, 2.44% mCherry+ endothelial cells",percentage,2.44,,,0.0
636,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Lower luciferase expression compared to top performers; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",,,Lower luciferase expression compared to top performers,qualitative,,,,1.0
637,"cell_line: RAW Blue cells; animal_model: C57BL/6 mice, Ai9 mice; administration_route: IV (tail vein); dose: 0.75 mg/kg mRNA; gene_expression_result: 6-fold increase in overall Luc expression with m1Â¥Ã· modification, 54-fold increase in spleen; biodistribution_result: predominantly liver (>60%), spleen, kidneys, lungs; cytokine_response: 30% reduction in SEAP levels with m1Â¥Ã· modification",,,"6-fold increase in overall Luc expression with m1Â¥Ã· modification, 54-fold increase in spleen",fold_change,6.0,,,3.0
639,"cell_line: RAW Blue cells; animal_model: C57BL/6 mice, Ai9 mice; administration_route: IV (tail vein); dose: 0.75 mg/kg mRNA; gene_expression_result: 11-fold increase in overall Luc expression with m1Â¥Ã· modification, 37-fold increase in spleen; biodistribution_result: liver (64%), spleen (21%), lungs (13%); cytokine_response: 40% reduction in SEAP levels with m1Â¥Ã· modification",,,"11-fold increase in overall Luc expression with m1Â¥Ã· modification, 37-fold increase in spleen",fold_change,11.0,,,3.0
640,"cell_line: RAW Blue cells; animal_model: C57BL/6 mice, Ai9 mice; administration_route: IV (tail vein); dose: 0.375 mg/kg mRNA; gene_expression_result: 3-fold increase in overall Luc expression with m1Â¥Ã· modification, 13-fold increase in spleen; biodistribution_result: predominantly lungs (70%), liver, spleen; cytokine_response: 70% reduction in SEAP levels with m1Â¥Ã· modification",,,"3-fold increase in overall Luc expression with m1Â¥Ã· modification, 13-fold increase in spleen",fold_change,3.0,,,2.0
665,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.1-0.25 mg/kg mRNA; gene_expression_result: High luciferase expression in liver; biodistribution_result: Liver-selective delivery; toxicity_profile: Negligible cytotoxicity, well tolerated",,,High luciferase expression in liver,qualitative,,,,3.0
666,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.05-0.25 mg/kg mRNA; gene_expression_result: ~10^8 photons/s/cmÂ©Ã·/sr in liver; biodistribution_result: Liver-selective delivery; toxicity_profile: Well tolerated, no significant liver/kidney function changes",,,~10^8 photons/s/cmÂ©Ã·/sr in liver,qualitative,,,,
667,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: ~10^8 photons/s/cmÂ©Ã·/sr in lung; biodistribution_result: Lung-selective delivery; toxicity_profile: Well tolerated, no obvious tissue injury",,,~10^8 photons/s/cmÂ©Ã·/sr in lung,qualitative,,,,
668,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: High luciferase expression in spleen; biodistribution_result: Spleen-selective delivery; toxicity_profile: Well tolerated, no significant toxicity",,,High luciferase expression in spleen,qualitative,,,,3.0
669,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: Moderate luciferase expression in spleen; biodistribution_result: Spleen-selective delivery; toxicity_profile: Well tolerated,,,Moderate luciferase expression in spleen,qualitative,,,,2.0
